r0,r1,r2,r3,lower_bound,best_weight,optimal,seconds
19,2,7,7,12,12,1,64.75
10,23,13,31,12,12,1,70.07
10,30,17,1,12,12,1,74.02
30,19,9,7,12,12,1,73.53
18,17,24,18,12,12,1,75.05
29,6,8,3,12,12,1,67.01
7,16,6,2,12,12,1,72.52
22,27,13,29,12,12,1,62.3
10,1,5,26,12,12,1,70.94
12,14,27,28,12,12,1,73.56
19,8,28,31,12,12,1,72.55
15,9,31,13,12,12,1,88.67
12,13,26,19,10,11,0,24.74
8,13,29,20,12,12,1,77.01
28,4,6,22,7,9,0,4.5
28,20,21,26,12,12,1,70.73
12,3,1,14,12,12,1,74.02
29,19,16,2,10,11,0,21.15
25,15,29,4,12,12,1,64.52
21,21,25,31,12,12,1,69.81
31,8,15,12,12,12,1,75.16
17,3,29,11,10,11,0,30.99
22,2,9,27,12,12,1,75.02
19,17,25,20,12,12,1,72.71
28,11,5,19,12,12,1,67.74
12,13,21,27,12,12,1,75.46
25,31,15,28,12,12,1,63.83
26,22,16,22,10,11,0,21.49
22,28,27,4,10,11,0,31.18
19,16,19,3,10,10,1,30.21
30,22,2,2,10,10,1,22.98
1,9,2,9,12,12,1,55.27
10,6,18,16,12,12,1,72.19
6,14,22,10,12,12,1,55.6
23,15,24,8,12,12,1,72.78
16,24,13,1,12,12,1,82.58
31,17,9,4,12,12,1,58.9
10,9,1,19,12,12,1,79.77
3,11,21,17,10,11,0,21.48
22,6,8,10,12,12,1,81.08
24,3,6,15,12,12,1,64.95
20,23,22,11,12,12,1,73.82
1,15,28,11,12,12,1,53.36
8,28,31,8,12,12,1,64.64
12,24,28,30,10,11,0,23.19
23,2,1,15,12,12,1,57.36
17,7,13,5,12,12,1,70.89
6,8,3,13,12,12,1,72.32
2,6,11,1,12,12,1,63.01
30,1,3,16,10,11,0,21.34
27,24,24,14,12,12,1,70.6
6,29,14,6,12,12,1,79.33
27,18,17,25,12,12,1,55.59
17,24,17,20,10,10,1,22.46
6,9,14,24,12,12,1,76.89
16,10,31,12,12,12,1,72.2
30,23,15,28,12,12,1,64.36
15,18,27,20,12,12,1,62.39
17,6,2,27,12,12,1,69.37
14,8,27,30,12,12,1,75.58
9,22,17,31,10,11,0,28.96
15,7,27,2,12,12,1,71.88
20,27,23,13,12,12,1,76.52
14,13,17,14,12,12,1,64.19
9,15,11,19,12,12,1,57.19
13,18,13,10,10,10,1,20.07
8,12,18,18,12,12,1,62.26
26,29,23,23,12,12,1,63.37
17,8,9,1,12,12,1,84.38
28,22,3,9,12,12,1,61.12
23,29,13,6,12,12,1,63.25
9,25,26,19,12,12,1,57.27
9,16,1,6,12,12,1,67.03
29,11,28,13,12,12,1,75.59
30,21,13,10,10,11,0,24.79
3,8,27,24,10,11,0,41.05
15,18,12,14,10,11,0,22.9
14,23,29,24,12,12,1,65.2
24,14,19,9,12,12,1,75.48
6,5,28,2,12,12,1,75.0
11,31,12,31,12,12,1,57.23
27,16,4,8,12,12,1,68.91
5,4,13,2,12,12,1,60.95
6,3,4,15,12,12,1,78.81
18,24,21,15,12,12,1,80.97
26,1,2,9,12,12,1,68.64
2,17,16,29,12,12,1,66.08
24,21,7,12,12,12,1,57.59
20,15,4,11,12,12,1,65.37
13,3,21,19,12,12,1,69.68
26,11,19,29,12,12,1,67.32
6,5,25,24,12,12,1,64.61
30,27,21,4,12,12,1,54.98
18,7,16,31,12,12,1,61.92
23,8,12,20,10,11,0,25.44
17,30,21,23,12,12,1,66.53
6,25,7,10,10,10,1,22.92
11,3,19,20,12,12,1,67.94
2,25,5,30,10,11,0,34.91
28,18,24,16,12,12,1,81.22
31,6,3,1,12,12,1,60.74
3,1,6,9,12,12,1,58.32
7,24,15,13,10,11,0,23.27
23,18,17,9,12,12,1,57.37
23,28,30,22,12,12,1,66.6
25,18,11,30,12,12,1,70.39
29,24,26,13,12,12,1,61.42
23,31,25,24,12,12,1,55.73
2,19,27,22,12,12,1,62.2
15,28,22,23,12,12,1,62.66
21,4,14,13,12,12,1,57.14
24,4,28,19,10,11,0,26.87
29,1,1,30,10,11,0,24.67
6,28,24,5,12,12,1,71.63
21,13,14,16,12,12,1,68.54
12,23,25,2,12,12,1,62.91
18,3,1,12,12,12,1,70.96
8,5,7,30,12,12,1,86.61
13,15,17,19,10,11,0,21.6
9,14,20,28,12,12,1,61.63
11,30,16,29,12,12,1,76.42
4,23,13,15,12,12,1,71.15
8,3,24,24,10,10,1,30.04
11,5,22,20,12,12,1,77.03
1,21,23,13,12,12,1,59.31
21,2,10,12,12,12,1,58.67
25,22,28,30,12,12,1,65.53
29,1,23,20,12,12,1,62.49
15,11,19,1,12,12,1,65.87
13,9,13,16,10,10,1,25.07
24,2,26,21,12,12,1,60.16
24,10,6,27,12,12,1,67.27
21,30,9,13,12,12,1,64.48
9,4,9,31,10,10,1,20.05
1,4,27,22,10,11,0,26.13
30,26,27,4,12,12,1,72.26
15,31,5,15,12,12,1,54.55
30,25,18,20,12,12,1,78.59
14,25,12,6,12,12,1,71.94
13,24,2,5,12,12,1,61.87
30,31,26,10,12,12,1,72.44
17,23,20,14,12,12,1,63.88
27,21,6,26,12,12,1,69.5
19,16,24,10,12,12,1,62.76
19,26,20,9,12,12,1,60.03
24,22,2,25,12,12,1,67.24
29,13,18,31,12,12,1,81.44
19,14,30,5,12,12,1,68.1
11,6,15,13,10,11,0,24.74
19,30,30,18,12,12,1,77.98
29,31,22,5,12,12,1,61.42
17,29,21,3,10,11,0,21.36
20,19,31,20,12,12,1,72.11
8,26,8,2,10,10,1,24.07
8,3,4,27,12,12,1,54.58
30,4,24,2,12,12,1,70.04
19,22,4,2,12,12,1,67.81
9,14,5,27,12,12,1,92.26
12,4,2,27,12,12,1,68.86
26,30,13,26,12,12,1,57.41
20,20,27,8,12,12,1,58.12
6,18,19,16,12,12,1,70.74
29,28,31,6,12,12,1,68.84
12,27,20,13,10,10,1,27.74
27,17,26,26,12,12,1,58.12
19,22,6,11,12,12,1,61.73
17,28,3,30,12,12,1,66.22
21,26,25,2,12,12,1,57.39
31,1,26,19,7,9,0,5.67
10,4,15,3,12,12,1,64.4
1,28,22,2,12,12,1,72.91
24,9,18,10,12,12,1,73.11
19,30,20,31,12,12,1,56.06
25,26,9,15,12,12,1,67.05
13,4,26,31,12,12,1,59.1
21,8,10,21,12,12,1,65.51
22,25,5,17,12,12,1,60.91
27,16,12,21,12,12,1,84.79
5,14,22,11,12,12,1,63.98
14,29,20,15,12,12,1,63.94
4,9,2,17,12,12,1,71.46
10,23,17,11,12,12,1,68.17
7,7,8,27,12,12,1,73.06
24,8,13,12,7,9,0,5.17
9,28,1,16,12,12,1,85.96
17,29,24,31,12,12,1,81.03
1,12,28,23,12,12,1,77.86
15,4,14,26,12,12,1,87.01
22,5,9,4,12,12,1,70.97
12,9,25,27,12,12,1,64.23
7,11,30,20,12,12,1,75.12
5,18,8,31,12,12,1,61.71
20,1,8,23,12,12,1,84.8
23,12,23,12,10,10,1,28.62
25,27,25,7,10,10,1,20.44
4,31,1,30,10,11,0,18.5
13,11,19,11,10,10,1,22.23
22,26,14,11,12,12,1,67.87
19,26,23,9,12,12,1,65.04
31,13,25,20,12,12,1,70.5
9,25,12,20,12,12,1,92.3
11,12,24,9,12,12,1,69.77
19,25,5,1,12,12,1,71.93
8,9,30,16,12,12,1,79.75
29,25,20,18,12,12,1,64.49
1,11,1,30,7,9,0,4.93
31,27,26,6,12,12,1,71.51
23,7,9,21,10,10,1,24.37
30,8,3,14,12,12,1,102.75
25,17,5,14,12,12,1,70.44
25,16,3,17,12,12,1,59.71
26,27,9,4,12,12,1,59.56
8,4,14,13,12,12,1,65.26
5,4,22,15,12,12,1,69.42
27,17,22,31,12,12,1,65.62
26,7,6,7,10,10,1,33.27
9,12,27,23,12,12,1,94.84
3,30,26,30,12,12,1,67.58
28,14,8,20,12,12,1,74.58
16,29,12,25,12,12,1,84.95
10,23,1,4,12,12,1,83.37
20,17,31,2,12,12,1,82.56
6,20,25,8,12,12,1,68.12
25,29,18,15,12,12,1,74.0
28,10,14,13,12,12,1,63.09
20,1,3,13,12,12,1,71.94
5,24,19,7,12,12,1,67.81
27,30,16,22,12,12,1,71.83
30,13,16,4,12,12,1,95.32
14,30,26,21,12,12,1,89.42
30,6,29,23,12,12,1,64.48
22,16,7,21,12,12,1,67.5
10,31,18,25,12,12,1,71.25
4,31,20,21,12,12,1,94.6
23,11,5,30,12,12,1,84.88
1,12,8,20,10,11,0,29.4
12,17,14,31,12,12,1,69.32
23,8,17,3,10,11,0,18.85
2,11,1,21,10,11,0,16.22
15,1,6,29,12,12,1,60.41
26,29,24,9,12,12,1,78.33
2,28,10,10,12,12,1,77.6
26,5,9,27,10,11,0,29.26
21,17,10,16,12,12,1,99.49
5,14,11,17,12,12,1,83.98
11,7,9,2,12,12,1,64.12
10,17,30,28,12,12,1,59.42
19,10,16,10,12,12,1,81.5
9,6,10,9,12,12,1,85.32
26,29,11,5,12,12,1,79.83
9,13,29,22,12,12,1,106.91
15,31,22,27,12,12,1,80.99
29,16,24,6,12,12,1,69.41
29,29,13,2,12,12,1,58.04
3,19,7,30,12,12,1,84.8
11,2,17,24,12,12,1,84.87
10,2,14,26,12,12,1,69.62
26,22,20,27,12,12,1,93.39
7,28,26,14,12,12,1,91.33
10,21,6,2,10,11,0,25.58
2,16,13,28,12,12,1,60.65
31,18,22,30,12,12,1,68.3
22,4,13,10,12,12,1,84.5
14,30,2,8,10,11,0,20.28
11,14,19,19,12,12,1,80.02
16,20,7,19,12,12,1,83.09
17,22,3,11,12,12,1,79.7
26,21,13,28,12,12,1,62.92
21,6,25,31,12,12,1,127.83
8,17,31,27,12,12,1,76.72
31,16,28,3,12,12,1,68.07
26,21,14,22,12,12,1,59.37
13,7,9,25,10,11,0,45.81
1,10,2,9,12,12,1,77.56
25,3,6,20,12,12,1,74.97
9,25,15,23,12,12,1,59.58
14,10,4,10,12,12,1,108.66
26,2,16,6,12,12,1,75.99
27,9,18,7,12,12,1,79.5
5,2,22,13,12,12,1,58.2
18,1,19,17,12,12,1,74.97
10,1,24,13,12,12,1,66.04
11,4,9,6,12,12,1,94.41
20,23,7,3,12,12,1,56.4
6,25,23,22,10,11,0,30.87
19,21,13,17,10,10,1,28.41
19,24,1,8,10,11,0,15.64
30,13,22,1,12,12,1,70.12
22,1,17,14,12,12,1,64.14
13,8,22,10,12,12,1,66.54
20,9,29,23,10,11,0,29.77
5,23,21,9,10,11,0,26.14
12,19,24,9,10,11,0,19.4
17,21,8,25,12,12,1,85.6
28,7,18,22,12,12,1,58.13
1,4,7,9,12,12,1,63.39
6,24,11,8,10,11,0,16.26
25,20,26,31,12,12,1,88.85
25,27,6,2,12,12,1,64.75
24,30,25,13,12,12,1,75.34
21,14,7,6,12,12,1,61.3
8,3,20,15,12,12,1,67.58
18,18,11,28,12,12,1,58.7
22,22,9,7,12,12,1,69.64
17,20,9,27,12,12,1,64.68
6,21,21,2,12,12,1,56.12
20,8,13,9,12,12,1,76.15
9,7,21,9,12,12,1,59.89
13,2,25,2,12,12,1,68.45
28,5,24,16,12,12,1,64.77
31,14,10,31,12,12,1,74.79
28,12,13,25,12,12,1,64.02
28,12,20,7,10,11,0,24.11
20,16,26,14,12,12,1,64.95
27,28,30,14,12,12,1,56.89
14,25,12,30,12,12,1,62.72
20,24,16,25,12,12,1,89.51
7,24,14,28,10,11,0,15.56
13,10,29,4,12,12,1,70.52
3,31,24,6,12,12,1,64.52
23,11,30,12,10,11,0,20.22
10,30,9,26,12,12,1,65.78
28,9,16,20,12,12,1,75.1
5,26,19,12,10,11,0,25.21
5,13,2,3,12,12,1,70.49
9,3,25,16,12,12,1,71.7
7,15,28,10,12,12,1,71.5
2,9,11,27,12,12,1,65.59
1,27,23,22,12,12,1,70.93
6,13,21,31,12,12,1,63.22
16,19,31,6,12,12,1,57.94
2,17,7,22,12,12,1,66.0
8,25,5,4,12,12,1,67.25
9,31,18,1,10,11,0,26.27
1,12,10,27,12,12,1,64.61
27,7,2,30,12,12,1,72.29
10,22,22,5,7,7,1,5.25
5,3,23,6,12,12,1,72.05
19,14,9,25,12,12,1,69.36
26,5,3,29,10,11,0,23.65
7,30,25,6,10,10,1,22.97
20,14,7,26,12,12,1,71.53
13,18,28,16,10,11,0,21.61
6,20,3,26,12,12,1,82.2
16,8,7,3,12,12,1,67.62
19,14,23,13,12,12,1,70.67
4,27,28,13,7,9,0,4.84
2,14,20,7,12,12,1,89.5
4,8,28,23,10,10,1,23.44
16,13,6,22,12,12,1,68.26
5,8,20,4,12,12,1,72.11
23,12,11,17,12,12,1,70.65
15,26,25,28,12,12,1,59.67
22,5,8,29,12,12,1,63.85
7,20,20,23,12,12,1,70.65
31,5,18,9,12,12,1,78.62
31,3,25,25,12,12,1,85.58
28,19,30,12,12,12,1,57.98
3,12,17,9,10,11,0,25.93
6,22,19,16,12,12,1,77.22
14,26,18,30,10,10,1,17.62
15,6,22,24,12,12,1,74.71
15,19,12,12,12,12,1,64.4
5,15,7,18,12,12,1,59.87
16,18,10,20,12,12,1,99.19
7,5,20,8,10,11,0,20.25
10,4,27,22,12,12,1,64.97
3,21,8,28,10,11,0,28.67
14,17,7,22,10,11,0,31.34
19,23,18,8,12,12,1,83.2
30,5,18,19,12,12,1,84.11
4,26,29,14,12,12,1,53.72
24,14,12,8,12,12,1,73.25
15,22,18,31,12,12,1,70.21
13,11,22,19,12,12,1,82.17
6,2,25,30,10,11,0,49.75
2,12,28,20,10,11,0,32.19
27,10,16,23,12,12,1,72.47
2,13,7,21,12,12,1,60.83
23,2,10,24,12,12,1,63.98
10,20,7,14,12,12,1,76.78
1,25,15,11,12,12,1,60.61
14,8,21,4,12,12,1,85.6
6,17,2,24,12,12,1,54.57
13,31,6,30,12,12,1,72.68
27,1,17,16,12,12,1,58.6
30,16,12,18,12,12,1,62.67
28,14,1,30,12,12,1,66.33
21,20,22,14,12,12,1,72.14
13,31,8,17,12,12,1,69.89
1,18,21,2,12,12,1,88.63
31,27,21,29,12,12,1,67.74
7,21,27,11,10,11,0,19.41
2,20,11,3,12,12,1,71.81
26,17,21,6,10,11,0,20.67
15,18,3,14,10,11,0,34.56
24,5,27,18,10,11,0,21.43
2,26,31,23,12,12,1,76.7
30,5,11,30,12,12,1,81.79
22,30,24,12,12,12,1,68.78
15,24,7,29,12,12,1,60.22
2,28,30,5,10,10,1,24.11
15,27,23,6,12,12,1,83.76
15,5,5,9,12,12,1,62.32
17,13,23,3,12,12,1,68.46
17,4,3,23,12,12,1,85.43
31,13,27,16,12,12,1,69.44
12,7,2,17,12,12,1,65.85
14,8,31,16,12,12,1,57.73
31,7,6,8,12,12,1,90.34
7,17,22,11,12,12,1,75.92
21,23,10,30,12,12,1,84.22
16,27,27,26,12,12,1,78.36
25,20,19,26,10,11,0,30.66
17,8,25,29,12,12,1,71.44
30,7,10,4,12,12,1,65.66
25,19,1,25,12,12,1,64.76
13,15,27,26,12,12,1,69.06
3,28,13,12,10,11,0,23.52
1,10,7,19,12,12,1,87.09
12,12,27,31,12,12,1,72.42
21,1,4,15,12,12,1,56.91
26,27,25,13,12,12,1,65.4
10,23,6,10,12,12,1,64.78
24,31,31,21,12,12,1,75.13
8,24,11,30,7,9,0,4.2
11,7,31,2,12,12,1,82.06
2,31,1,23,10,10,1,26.22
6,20,15,11,12,12,1,73.6
31,23,2,9,10,11,0,21.56
26,19,17,29,12,12,1,63.06
29,9,31,3,12,12,1,64.97
23,21,8,29,12,12,1,65.42
29,23,29,4,10,10,1,20.2
5,25,2,20,10,11,0,20.03
9,9,12,1,12,12,1,62.36
29,5,23,27,10,11,0,28.54
1,3,26,15,12,12,1,75.28
31,23,14,23,12,12,1,64.21
13,10,22,5,10,11,0,22.36
13,14,25,12,12,12,1,68.34
30,28,1,5,12,12,1,71.0
25,14,12,9,12,12,1,65.53
26,29,28,16,12,12,1,73.52
2,13,4,10,12,12,1,67.11
23,14,25,8,12,12,1,74.64
8,17,19,14,12,12,1,71.88
19,9,1,1,12,12,1,68.91
26,5,25,16,10,11,0,20.23
23,25,30,31,12,12,1,62.49
5,30,29,29,10,11,0,26.26
12,3,31,20,12,12,1,65.14
30,28,8,18,12,12,1,66.73
21,28,18,5,12,12,1,64.33
5,13,5,20,10,10,1,22.94
23,24,31,11,12,12,1,70.25
7,5,5,20,12,12,1,78.4
