r0,r1,r2,r3,lower_bound,best_weight,optimal,seconds
6,24,29,19,12,12,1,78.47
5,16,25,31,12,12,1,67.12
4,13,21,24,12,12,1,60.46
6,27,1,3,12,12,1,69.51
14,20,31,2,12,12,1,69.51
18,7,18,14,10,10,1,21.83
12,2,31,21,12,12,1,67.7
30,4,24,18,12,12,1,70.38
22,14,27,22,12,12,1,68.29
23,15,18,5,12,12,1,65.93
2,17,11,17,12,12,1,64.4
23,5,21,25,12,12,1,76.65
26,29,7,11,12,12,1,83.81
20,16,16,11,10,11,0,24.01
4,5,29,5,12,12,1,61.25
23,9,8,3,7,9,0,3.32
21,18,27,23,12,12,1,70.97
4,5,13,20,12,12,1,60.56
29,23,7,6,12,12,1,69.13
17,9,14,24,12,12,1,84.77
29,30,18,10,12,12,1,57.61
28,16,21,29,12,12,1,79.04
26,18,30,7,12,12,1,63.52
26,25,20,11,12,12,1,65.46
28,16,4,1,10,10,1,23.95
2,19,6,22,12,12,1,51.11
4,8,19,7,12,12,1,61.08
17,19,22,29,12,12,1,68.23
10,14,11,1,12,12,1,65.76
25,1,27,10,12,12,1,66.94
27,20,8,3,12,12,1,62.0
24,8,9,22,7,9,0,4.87
21,28,11,9,10,10,1,20.2
30,13,12,30,12,12,1,61.37
24,21,23,8,12,12,1,53.82
4,22,11,9,12,12,1,56.46
1,17,29,11,12,12,1,67.01
31,31,4,12,10,11,0,19.51
30,26,26,21,12,12,1,66.66
24,27,5,20,10,11,0,28.87
30,28,9,13,12,12,1,77.37
20,24,17,13,12,12,1,56.51
1,4,11,12,12,12,1,65.26
5,4,9,29,12,12,1,78.69
25,5,22,19,12,12,1,73.11
2,12,3,3,12,12,1,60.79
24,4,10,11,12,12,1,69.93
8,9,17,2,12,12,1,62.06
12,1,3,5,12,12,1,62.47
18,9,31,17,12,12,1,69.8
9,16,5,13,12,12,1,64.66
23,4,24,12,12,12,1,64.46
3,21,18,12,12,12,1,60.04
18,18,28,26,10,11,0,29.57
24,17,22,19,12,12,1,65.02
1,20,10,15,12,12,1,62.99
22,5,5,3,10,11,0,19.75
3,22,19,20,12,12,1,61.31
24,17,16,19,12,12,1,62.84
14,18,30,13,7,9,0,4.46
10,29,8,21,12,12,1,69.37
10,18,5,2,12,12,1,69.39
20,17,4,6,12,12,1,61.41
8,7,29,14,12,12,1,68.35
9,18,1,9,12,12,1,74.84
30,19,5,22,12,12,1,62.23
29,27,7,16,12,12,1,58.63
27,26,28,25,12,12,1,62.31
11,12,29,10,12,12,1,63.8
6,5,28,26,12,12,1,64.87
13,27,15,13,12,12,1,59.68
4,20,5,9,12,12,1,56.39
10,22,22,26,7,7,1,3.69
21,20,31,1,12,12,1,75.9
18,31,1,30,10,11,0,20.51
27,21,5,13,10,10,1,21.43
24,18,31,29,12,12,1,64.7
4,15,1,25,12,12,1,64.97
14,20,22,14,12,12,1,72.33
9,30,12,14,12,12,1,67.04
13,20,15,2,12,12,1,66.24
26,20,8,4,12,12,1,58.28
18,31,12,28,12,12,1,70.75
6,4,25,2,12,12,1,53.98
30,23,11,14,10,11,0,28.42
29,24,12,9,12,12,1,71.67
22,21,29,25,12,12,1,69.74
30,2,20,14,7,9,0,4.9
14,13,12,10,12,12,1,61.4
4,16,25,2,12,12,1,63.84
21,23,23,1,12,12,1,78.92
26,2,27,4,12,12,1,66.28
19,5,17,17,12,12,1,62.26
25,12,18,9,12,12,1,67.45
26,19,30,31,12,12,1,78.05
21,12,26,16,12,12,1,67.38
27,23,8,30,12,12,1,63.05
25,27,11,15,12,12,1,55.09
26,23,8,21,12,12,1,56.6
20,17,5,2,12,12,1,60.06
11,22,4,29,12,12,1,73.63
17,6,18,21,12,12,1,64.39
21,16,29,11,12,12,1,72.65
25,23,4,19,12,12,1,59.81
1,16,29,7,12,12,1,63.22
9,1,15,13,12,12,1,67.29
26,21,23,24,12,12,1,74.83
26,30,8,18,10,11,0,36.87
23,13,1,18,12,12,1,65.11
26,8,14,30,12,12,1,75.85
6,22,6,11,10,10,1,28.08
22,8,3,25,12,12,1,65.23
18,30,18,31,10,10,1,20.47
19,16,30,9,12,12,1,76.95
27,5,5,1,7,7,1,4.55
13,14,4,26,12,12,1,58.87
1,21,3,31,12,12,1,60.09
6,15,25,13,12,12,1,65.09
22,17,26,27,12,12,1,74.37
10,30,5,5,12,12,1,64.0
17,27,4,31,12,12,1,77.86
18,4,21,27,12,12,1,69.21
16,2,17,8,12,12,1,59.31
25,1,1,31,10,11,0,29.22
28,10,15,9,12,12,1,62.3
24,14,6,20,12,12,1,56.58
5,18,23,27,12,12,1,69.0
15,17,26,14,7,9,0,3.46
18,6,23,13,12,12,1,69.59
13,21,27,31,12,12,1,71.15
6,13,23,8,12,12,1,62.34
4,8,11,11,12,12,1,65.9
22,8,26,22,12,12,1,66.95
15,24,16,12,12,12,1,57.95
16,21,25,22,12,12,1,84.51
24,30,7,14,12,12,1,57.78
15,13,18,4,12,12,1,52.64
23,13,26,7,12,12,1,59.13
16,27,9,12,12,12,1,64.79
30,5,9,19,12,12,1,63.36
9,28,6,25,12,12,1,59.12
24,20,3,24,12,12,1,67.42
12,11,30,5,12,12,1,75.5
9,9,9,12,10,10,1,23.26
13,9,19,15,10,10,1,18.33
6,6,13,19,12,12,1,64.9
1,17,7,14,12,12,1,66.63
8,26,2,30,12,12,1,73.76
17,24,7,23,12,12,1,60.29
17,23,20,21,12,12,1,70.33
18,3,8,13,12,12,1,66.02
25,15,4,19,12,12,1,61.81
21,2,13,3,12,12,1,55.43
1,5,31,5,10,10,1,37.2
31,9,8,7,12,12,1,65.7
3,26,19,18,12,12,1,59.57
20,7,18,14,12,12,1,79.63
23,28,8,19,12,12,1,56.78
5,18,15,13,12,12,1,56.59
23,7,3,21,12,12,1,72.95
30,3,5,26,12,12,1,54.59
23,5,12,16,12,12,1,63.68
18,10,3,17,12,12,1,62.76
27,10,7,23,12,12,1,75.47
15,1,10,26,12,12,1,56.09
26,20,19,4,12,12,1,66.0
20,12,25,15,7,9,0,9.06
9,20,2,2,12,12,1,54.96
27,26,11,6,10,11,0,19.38
26,5,31,30,10,11,0,22.89
21,27,4,4,12,12,1,64.45
28,14,21,19,12,12,1,66.9
8,24,7,17,7,9,0,6.48
17,13,4,30,12,12,1,66.21
29,23,7,27,12,12,1,71.54
31,13,22,30,12,12,1,61.5
17,5,27,23,10,11,0,28.97
22,2,1,24,12,12,1,58.78
13,13,14,22,12,12,1,57.99
5,19,20,5,12,12,1,81.97
22,18,18,3,12,12,1,56.47
30,8,28,13,12,12,1,64.82
5,10,7,22,10,11,0,26.22
24,13,12,24,12,12,1,65.14
27,6,8,10,12,12,1,79.85
5,28,30,31,12,12,1,59.91
10,16,2,19,12,12,1,64.01
17,3,28,27,12,12,1,78.41
19,13,3,13,7,9,0,6.45
26,17,27,19,12,12,1,70.65
21,10,13,9,10,11,0,27.84
29,12,16,31,12,12,1,57.03
30,2,18,31,7,9,0,2.71
19,9,24,1,12,12,1,57.3
23,4,26,7,12,12,1,65.27
25,19,13,22,10,11,0,24.35
16,18,20,8,12,12,1,65.19
9,2,21,6,10,11,0,29.88
22,22,30,18,12,12,1,80.89
17,8,28,14,12,12,1,66.06
31,9,25,22,12,12,1,53.77
14,27,15,7,12,12,1,58.76
31,6,20,17,12,12,1,66.18
7,28,17,13,12,12,1,60.35
17,12,7,8,12,12,1,56.32
12,22,29,19,12,12,1,66.17
25,25,3,11,12,12,1,69.18
29,2,15,2,10,11,0,19.84
27,20,6,29,12,12,1,60.82
14,13,9,16,12,12,1,56.21
4,22,27,27,12,12,1,72.2
5,6,18,1,12,12,1,68.61
15,25,2,16,12,12,1,57.28
7,13,27,24,12,12,1,70.88
18,27,30,11,12,12,1,64.41
30,8,4,3,12,12,1,59.09
22,24,2,28,12,12,1,66.39
30,28,16,1,12,12,1,68.39
14,10,19,24,12,12,1,63.86
11,26,5,20,12,12,1,73.02
19,18,28,9,12,12,1,85.9
3,28,20,26,10,11,0,17.97
26,25,12,14,12,12,1,59.02
13,17,26,1,12,12,1,67.72
19,19,4,2,12,12,1,60.81
19,17,1,4,12,12,1,69.92
29,11,11,30,12,12,1,63.17
12,25,18,2,12,12,1,70.38
21,12,19,3,12,12,1,65.98
16,29,21,3,10,11,0,21.45
28,18,15,11,12,12,1,60.82
17,30,26,18,12,12,1,63.49
1,30,6,30,10,11,0,19.69
11,12,7,5,12,12,1,61.83
29,19,5,19,12,12,1,64.62
4,13,11,28,12,12,1,91.8
17,14,27,12,10,11,0,22.65
11,28,9,20,12,12,1,67.14
12,2,23,3,12,12,1,61.07
25,21,8,27,12,12,1,57.25
26,9,25,13,12,12,1,68.63
28,26,7,27,12,12,1,59.24
18,3,18,11,10,10,1,31.22
11,30,10,28,12,12,1,66.73
17,5,2,15,12,12,1,61.83
27,12,26,24,12,12,1,64.96
2,1,11,14,12,12,1,62.58
24,6,29,18,12,12,1,65.06
2,23,19,23,12,12,1,77.04
18,10,19,26,12,12,1,61.6
20,3,3,23,12,12,1,67.86
6,29,30,31,12,12,1,66.72
9,14,3,5,12,12,1,66.09
10,18,24,21,12,12,1,61.32
9,8,7,4,12,12,1,82.98
9,24,16,2,12,12,1,66.18
24,17,10,26,12,12,1,64.79
22,21,28,17,12,12,1,71.32
14,6,29,7,12,12,1,73.37
8,4,19,5,12,12,1,76.07
19,17,4,24,12,12,1,57.67
9,15,7,26,12,12,1,64.22
2,12,31,15,12,12,1,72.14
11,30,31,20,12,12,1,78.26
24,12,8,30,10,10,1,22.45
30,21,1,1,12,12,1,60.21
16,2,6,9,12,12,1,69.68
29,18,2,1,12,12,1,53.17
8,25,29,3,12,12,1,73.18
17,27,6,2,12,12,1,69.92
31,17,7,7,12,12,1,93.03
15,10,8,16,12,12,1,74.47
17,12,11,13,12,12,1,67.32
31,21,3,7,12,12,1,61.82
20,6,7,22,12,12,1,68.62
20,10,31,30,12,12,1,57.64
19,14,20,16,12,12,1,66.01
12,1,16,1,12,12,1,63.85
30,4,22,21,12,12,1,84.59
19,22,20,31,12,12,1,54.71
28,14,27,23,12,12,1,78.2
19,11,11,3,12,12,1,61.61
21,14,7,23,12,12,1,73.94
17,26,16,31,12,12,1,73.64
27,27,20,19,12,12,1,66.25
22,18,31,17,12,12,1,71.15
28,16,20,22,10,11,0,24.72
24,19,29,28,12,12,1,64.82
25,15,20,16,12,12,1,65.99
6,27,9,22,12,12,1,83.91
27,17,10,19,12,12,1,79.01
25,26,13,20,10,11,0,20.72
18,9,9,10,12,12,1,76.61
1,20,25,2,12,12,1,71.93
26,15,15,29,12,12,1,65.85
12,8,17,15,12,12,1,76.61
7,23,16,30,12,12,1,76.46
11,23,21,5,10,10,1,23.27
13,28,14,2,12,12,1,83.78
21,4,12,28,10,11,0,44.89
26,30,1,9,12,12,1,62.16
25,18,24,2,12,12,1,73.91
10,13,1,11,12,12,1,60.99
11,10,19,29,12,12,1,74.64
26,27,28,2,12,12,1,71.16
7,23,3,11,12,12,1,74.27
4,22,27,21,12,12,1,82.42
3,5,25,23,12,12,1,76.54
10,31,14,20,12,12,1,64.98
11,8,1,31,12,12,1,70.08
21,23,23,6,12,12,1,70.77
25,25,25,17,10,10,1,31.4
24,19,21,12,10,11,0,35.53
10,10,13,14,12,12,1,66.57
30,17,15,26,10,11,0,28.42
28,28,3,31,12,12,1,67.63
7,14,31,8,12,12,1,68.21
20,2,20,8,10,10,1,28.79
21,8,8,23,12,12,1,69.07
13,13,7,20,12,12,1,80.16
5,24,10,24,12,12,1,66.62
24,29,12,1,12,12,1,69.23
23,23,22,10,12,12,1,72.43
15,16,6,22,10,11,0,30.79
5,1,12,14,12,12,1,62.99
18,11,28,26,12,12,1,69.82
17,16,11,31,12,12,1,63.38
20,4,19,21,12,12,1,80.85
10,26,18,22,12,12,1,59.01
30,2,29,3,7,9,0,4.01
7,1,22,2,12,12,1,59.89
14,24,23,28,12,12,1,73.22
1,3,2,1,12,12,1,74.82
2,18,11,11,12,12,1,84.8
26,1,20,1,12,12,1,68.29
18,7,16,7,12,12,1,70.36
9,10,19,18,12,12,1,73.5
9,14,1,27,12,12,1,81.05
10,25,3,21,12,12,1,75.1
16,4,17,8,12,12,1,67.63
28,20,24,21,12,12,1,71.32
24,30,9,14,12,12,1,73.0
12,26,8,2,12,12,1,72.56
4,20,17,17,12,12,1,79.75
17,6,5,10,12,12,1,83.25
17,9,29,8,12,12,1,67.18
6,7,13,29,12,12,1,69.37
2,8,18,23,12,12,1,72.21
15,2,11,11,12,12,1,67.65
14,4,1,19,12,12,1,72.33
6,17,21,3,12,12,1,68.53
25,6,7,8,7,9,0,3.84
6,10,29,26,12,12,1,59.41
4,2,26,11,10,11,0,25.25
29,24,5,3,12,12,1,73.45
27,15,5,8,10,10,1,24.28
2,24,10,31,12,12,1,76.21
12,2,19,3,12,12,1,65.51
15,7,26,8,12,12,1,69.54
22,6,4,2,10,11,0,22.24
7,2,24,24,12,12,1,65.48
4,3,31,26,12,12,1,80.52
26,24,8,31,10,11,0,21.47
10,23,9,17,10,11,0,32.29
14,28,8,24,12,12,1,74.06
2,24,9,25,12,12,1,60.53
7,11,12,12,12,12,1,67.28
15,25,28,30,12,12,1,74.43
22,28,20,13,12,12,1,61.18
14,15,12,12,12,12,1,71.01
11,13,31,16,12,12,1,69.95
17,1,12,5,12,12,1,57.91
10,6,10,19,10,10,1,17.8
5,28,18,23,12,12,1,73.06
24,5,6,15,12,12,1,63.13
21,21,5,5,12,12,1,67.08
6,3,27,20,12,12,1,72.56
7,21,12,24,12,12,1,71.79
31,12,17,30,12,12,1,67.65
28,12,28,28,10,10,1,23.0
26,17,21,26,10,11,0,28.69
22,12,11,21,12,12,1,51.11
4,6,31,13,12,12,1,51.94
2,9,29,20,12,12,1,59.15
23,31,26,7,12,12,1,72.21
28,22,13,3,12,12,1,72.29
14,30,8,27,12,12,1,79.83
27,16,29,11,12,12,1,71.31
30,6,20,21,12,12,1,75.73
4,8,3,25,12,12,1,67.54
26,14,29,9,12,12,1,66.7
18,10,30,30,12,12,1,64.58
11,25,27,12,12,12,1,88.52
9,8,12,21,12,12,1,79.22
11,6,9,28,12,12,1,70.92
16,10,3,14,12,12,1,65.07
5,18,12,29,12,12,1,78.52
15,30,4,28,12,12,1,66.38
5,22,11,3,12,12,1,62.12
22,6,16,18,12,12,1,64.66
2,2,24,31,12,12,1,76.13
17,17,29,29,12,12,1,63.16
18,20,29,28,12,12,1,70.44
18,26,14,28,10,10,1,23.79
28,15,19,17,10,11,0,19.45
16,6,17,28,12,12,1,79.24
12,7,14,26,12,12,1,74.75
3,9,7,8,12,12,1,78.96
25,5,5,25,12,12,1,62.81
2,8,27,28,12,12,1,91.01
10,11,19,13,12,12,1,63.54
8,12,25,2,12,12,1,68.78
8,31,10,23,12,12,1,65.76
19,1,7,4,12,12,1,69.53
5,8,12,17,12,12,1,66.22
29,9,5,6,12,12,1,58.32
8,3,10,19,12,12,1,54.27
7,1,6,16,12,12,1,56.12
12,6,2,26,10,11,0,23.28
12,3,20,8,10,10,1,30.23
22,23,28,7,12,12,1,64.35
3,15,21,21,12,12,1,68.75
7,20,11,6,12,12,1,63.95
19,23,27,27,12,12,1,86.93
22,23,30,1,12,12,1,65.67
14,28,3,9,12,12,1,64.94
3,22,21,28,12,12,1,60.38
11,1,6,30,10,11,0,30.25
11,8,11,9,10,10,1,25.28
27,27,9,28,12,12,1,61.68
10,31,16,14,12,12,1,74.38
31,1,10,6,7,9,0,5.04
21,10,2,4,10,11,0,30.67
7,11,29,16,12,12,1,80.63
18,2,29,2,12,12,1,81.98
28,12,16,18,12,12,1,63.07
12,5,16,3,12,12,1,75.59
17,11,22,24,12,12,1,63.57
30,19,22,10,12,12,1,69.26
20,11,29,26,10,11,0,25.53
19,3,16,11,12,12,1,63.31
5,27,16,23,7,9,0,3.73
8,2,24,21,10,10,1,27.4
8,3,24,3,10,10,1,31.43
2,17,17,16,12,12,1,60.95
19,16,23,11,12,12,1,59.96
30,17,26,6,12,12,1,71.62
19,23,16,13,12,12,1,75.24
1,13,18,24,10,11,0,20.26
14,14,30,20,12,12,1,74.4
7,9,12,25,12,12,1,60.66
21,24,19,16,10,11,0,21.4
19,10,20,9,12,12,1,60.83
22,6,11,5,12,12,1,71.17
12,4,13,12,12,12,1,75.68
17,24,19,23,12,12,1,72.68
28,7,13,15,12,12,1,62.97
18,27,24,15,12,12,1,77.16
6,19,19,12,12,12,1,60.3
2,27,24,12,12,12,1,65.48
27,12,15,8,12,12,1,61.59
23,21,22,18,12,12,1,76.0
10,28,3,15,12,12,1,69.8
25,28,12,7,12,12,1,68.0
6,5,15,30,12,12,1,61.69
6,26,30,24,7,9,0,7.2
20,17,10,8,12,12,1,69.81
18,23,14,15,10,10,1,19.76
15,17,18,10,7,9,0,7.44
6,17,20,17,12,12,1,64.83
31,10,19,27,12,12,1,72.48
26,7,10,22,12,12,1,76.29
5,22,1,27,12,12,1,69.57
27,2,31,12,12,12,1,57.78
19,11,26,6,12,12,1,68.33
19,16,16,1,10,11,0,23.9
19,8,29,29,12,12,1,65.48
20,2,15,21,12,12,1,60.94
6,17,7,13,12,12,1,68.59
15,4,11,9,12,12,1,70.89
5,6,11,5,12,12,1,60.03
11,4,14,13,12,12,1,57.17
23,21,17,24,12,12,1,71.88
6,20,29,15,12,12,1,76.15
15,27,18,15,12,12,1,62.14
12,27,7,2,12,12,1,74.19
3,24,4,4,12,12,1,56.5
18,13,5,15,10,11,0,26.87
13,6,16,15,12,12,1,66.04
17,28,19,2,10,11,0,22.85
19,7,31,19,12,12,1,67.52
15,16,13,10,10,11,0,23.18
30,12,25,25,12,12,1,88.52
6,27,20,9,12,12,1,67.19
6,29,25,1,12,12,1,73.34
18,2,26,22,12,12,1,59.79
3,30,18,8,12,12,1,72.79
15,28,11,15,12,12,1,76.69
11,29,24,4,10,11,0,25.33
13,2,24,15,12,12,1,72.52
9,30,14,15,12,12,1,73.0
11,17,4,6,10,11,0,20.24
13,18,28,14,10,11,0,31.54
29,29,20,24,12,12,1,67.84
28,16,17,5,12,12,1,63.92
15,10,24,23,12,12,1,74.64
10,21,19,13,10,11,0,22.22
11,28,25,10,10,11,0,31.12
6,4,16,6,12,12,1,59.18
15,5,15,4,10,10,1,26.03
18,4,18,11,10,10,1,24.2
11,27,16,31,12,12,1,66.06
22,18,30,21,12,12,1,67.75
11,5,12,5,12,12,1,75.45
20,7,8,26,12,12,1,76.4
26,7,29,15,12,12,1,77.09
21,29,5,4,12,12,1,72.77
23,4,14,2,12,12,1,60.56
15,5,12,18,10,11,0,22.49
11,31,9,13,12,12,1,64.57
1,13,16,23,12,12,1,69.22
14,31,1,12,10,11,0,20.99
12,12,20,20,7,8,0,4.92
29,22,28,14,12,12,1,67.45
7,26,29,28,12,12,1,61.5
10,30,8,11,12,12,1,68.8
13,23,13,22,10,10,1,23.96
25,6,1,13,10,10,1,20.56
21,29,31,31,12,12,1,61.44
11,24,19,11,12,12,1,72.52
18,19,26,15,12,12,1,62.98
11,16,23,13,12,12,1,66.48
27,18,30,7,12,12,1,84.47
6,8,18,7,10,11,0,23.11
28,20,30,8,12,12,1,63.45
2,25,11,29,12,12,1,61.44
20,25,2,11,12,12,1,65.74
12,20,26,25,7,9,0,9.64
20,27,29,8,12,12,1,76.76
8,3,27,20,12,12,1,75.42
11,13,7,23,12,12,1,66.73
28,10,4,14,10,10,1,29.52
1,26,12,3,12,12,1,59.56
26,14,31,5,12,12,1,87.21
4,18,26,24,12,12,1,78.24
27,6,25,11,12,12,1,71.39
5,13,14,11,10,11,0,25.93
18,28,21,31,12,12,1,64.51
23,17,9,31,10,10,1,15.89
31,7,7,6,12,12,1,65.57
6,18,6,31,10,10,1,24.06
31,5,4,15,12,12,1,67.46
19,17,5,14,12,12,1,77.47
5,28,11,20,12,12,1,89.54
26,24,23,22,12,12,1,59.71
11,20,5,1,10,11,0,25.96
12,25,6,8,12,12,1,70.69
8,23,16,19,10,11,0,24.99
16,2,30,21,10,11,0,24.15
3,5,18,16,12,12,1,79.61
19,5,7,12,12,12,1,70.63
23,5,9,29,10,10,1,21.22
24,12,3,13,12,12,1,65.13
16,1,17,15,12,12,1,65.38
29,7,24,8,12,12,1,74.8
7,23,30,26,12,12,1,64.49
1,24,23,10,12,12,1,64.79
2,9,27,17,12,12,1,59.22
7,3,26,4,12,12,1,64.91
8,23,25,22,10,11,0,30.01
12,29,14,25,12,12,1,68.83
11,19,24,2,12,12,1,74.15
17,15,5,23,7,9,0,4.6
30,17,12,19,12,12,1,65.14
2,12,4,27,12,12,1,64.34
28,8,21,21,12,12,1,70.05
4,14,31,5,12,12,1,69.17
27,26,25,28,12,12,1,63.52
4,28,13,11,7,9,0,3.49
4,15,23,30,12,12,1,64.79
19,17,23,21,12,12,1,68.7
16,22,9,5,12,12,1,85.53
14,12,21,12,12,12,1,69.41
30,25,13,14,12,12,1,66.86
14,12,31,18,12,12,1,69.35
30,7,7,3,12,12,1,62.2
5,8,8,1,12,12,1,69.68
8,22,13,15,12,12,1,82.65
26,20,15,19,12,12,1,62.4
4,2,6,27,12,12,1,84.36
27,27,17,1,12,12,1,77.13
2,14,28,26,12,12,1,74.35
9,14,5,28,12,12,1,57.3
17,14,30,31,10,11,0,18.84
8,3,10,16,12,12,1,74.57
20,2,19,14,12,12,1,64.57
18,10,13,21,12,12,1,62.74
2,22,20,1,12,12,1,57.05
9,30,20,16,12,12,1,60.35
15,8,9,30,10,11,0,27.39
28,11,25,31,10,11,0,23.42
31,14,8,30,12,12,1,67.43
17,13,16,27,12,12,1,62.82
24,11,15,4,12,12,1,60.22
3,7,19,20,12,12,1,79.58
28,23,12,4,12,12,1,82.11
4,12,4,29,10,10,1,21.88
30,7,4,23,12,12,1,57.03
21,19,3,1,12,12,1,69.8
26,1,12,5,12,12,1,62.89
5,10,1,16,12,12,1,71.6
21,1,16,3,12,12,1,82.12
25,26,19,14,12,12,1,76.59
3,16,18,20,12,12,1,61.33
17,4,5,18,12,12,1,69.63
28,22,23,31,12,12,1,64.16
13,21,20,18,12,12,1,73.88
16,15,18,2,10,11,0,21.38
9,17,6,24,10,11,0,20.85
23,15,15,10,12,12,1,62.63
19,19,6,11,12,12,1,72.57
17,22,13,25,12,12,1,61.71
31,22,23,14,12,12,1,66.67
22,18,20,13,12,12,1,75.78
16,25,21,8,12,12,1,79.13
10,1,3,5,12,12,1,65.28
16,27,29,4,12,12,1,66.68
27,12,9,28,12,12,1,65.19
27,10,26,18,12,12,1,69.18
29,10,5,4,12,12,1,74.84
17,5,15,28,10,10,1,37.17
2,15,16,24,12,12,1,62.71
19,30,11,18,12,12,1,64.63
12,5,23,1,12,12,1,65.13
18,7,25,9,10,11,0,28.0
20,26,3,26,12,12,1,59.16
15,10,1,21,12,12,1,60.89
9,24,31,17,10,11,0,27.3
23,1,19,13,12,12,1,73.97
4,4,22,11,12,12,1,69.24
20,20,21,23,12,12,1,61.83
23,19,30,29,12,12,1,51.65
15,3,20,16,12,12,1,64.07
17,11,19,28,12,12,1,69.89
22,2,7,6,12,12,1,70.68
2,20,4,26,12,12,1,63.75
2,4,18,17,12,12,1,79.7
10,25,26,7,10,11,0,16.79
6,18,5,8,12,12,1,68.88
27,26,3,6,10,11,0,30.98
7,25,22,2,7,9,0,8.33
30,21,27,25,12,12,1,58.63
14,31,28,14,12,12,1,65.82
12,31,12,17,10,10,1,22.4
30,5,6,26,12,12,1,68.8
8,8,26,31,12,12,1,57.98
2,12,3,28,12,12,1,64.89
28,7,3,17,12,12,1,69.34
12,29,23,27,10,11,0,24.08
19,14,9,20,12,12,1,66.76
5,10,19,26,12,12,1,69.38
8,3,28,20,12,12,1,78.85
9,2,30,1,10,11,0,20.81
14,20,31,10,12,12,1,65.87
27,16,14,14,12,12,1,69.17
15,11,27,7,12,12,1,65.81
8,9,5,23,10,11,0,19.8
29,23,17,13,12,12,1,65.8
4,16,22,24,12,12,1,63.25
29,30,26,20,12,12,1,66.4
1,16,10,9,12,12,1,74.1
25,26,23,10,12,12,1,64.4
29,7,26,5,12,12,1,78.86
23,21,13,22,12,12,1,61.27
2,26,25,13,12,12,1,67.52
15,18,28,1,12,12,1,73.29
5,8,28,16,12,12,1,64.0
21,4,29,10,12,12,1,73.76
23,20,14,7,12,12,1,64.19
17,11,4,8,10,11,0,36.58
8,16,19,4,12,12,1,63.22
6,16,12,23,12,12,1,65.4
21,31,20,21,12,12,1,66.44
29,20,14,13,12,12,1,63.05
18,14,27,25,7,9,0,3.84
1,21,13,31,12,12,1,76.77
28,5,14,5,12,12,1,59.63
2,10,13,20,12,12,1,82.65
14,21,4,7,12,12,1,68.25
20,9,16,20,12,12,1,57.16
14,9,17,27,12,12,1,62.25
25,4,11,26,12,12,1,62.8
31,5,18,23,12,12,1,65.83
18,26,9,31,12,12,1,68.88
22,29,22,1,10,10,1,28.38
18,22,24,30,10,11,0,19.87
4,25,12,15,12,12,1,62.82
12,29,17,8,12,12,1,62.96
11,20,8,8,10,11,0,26.81
21,25,23,7,10,11,0,24.45
10,31,10,27,10,10,1,19.25
18,11,23,10,12,12,1,70.71
19,1,22,16,12,12,1,66.86
9,28,22,26,12,12,1,61.42
8,5,8,28,10,10,1,22.98
9,25,4,10,12,12,1,65.02
5,26,3,14,10,11,0,34.67
23,13,1,16,12,12,1,61.35
19,24,5,25,12,12,1,54.87
25,18,13,16,12,12,1,65.51
26,27,25,8,12,12,1,69.5
17,1,13,26,12,12,1,53.41
2,14,20,3,12,12,1,71.23
8,22,2,29,10,11,0,21.05
15,3,10,20,12,12,1,66.57
2,12,25,2,12,12,1,77.78
3,3,27,2,12,12,1,83.28
19,10,12,10,12,12,1,64.12
3,18,16,20,12,12,1,67.3
12,28,11,28,12,12,1,63.14
25,6,29,21,10,11,0,26.65
6,3,9,13,12,12,1,74.85
7,5,6,27,10,11,0,23.15
18,31,30,26,12,12,1,77.89
28,27,20,3,12,12,1,65.04
11,13,30,23,12,12,1,60.42
7,6,2,15,12,12,1,61.53
7,13,26,4,12,12,1,77.02
23,29,10,25,12,12,1,67.33
8,24,21,10,7,9,0,5.46
17,26,21,15,10,11,0,23.84
11,3,3,3,12,12,1,62.85
27,8,4,17,12,12,1,86.59
15,23,27,18,12,12,1,66.37
15,1,20,31,10,11,0,27.09
6,15,14,18,12,12,1,68.4
4,7,1,8,12,12,1,57.47
10,7,17,20,12,12,1,72.77
10,30,10,9,10,10,1,21.64
30,12,9,10,12,12,1,63.82
2,1,28,1,12,12,1,69.36
21,25,28,15,12,12,1,68.56
2,7,3,11,12,12,1,65.27
15,22,10,4,10,11,0,21.16
8,22,28,4,12,12,1,73.16
7,1,7,21,10,10,1,22.6
29,5,20,20,12,12,1,71.51
15,24,1,18,12,12,1,72.58
8,27,16,6,12,12,1,77.44
27,18,31,30,12,12,1,68.63
1,8,5,3,12,12,1,66.82
1,28,5,11,12,12,1,60.02
30,19,3,17,12,12,1,65.85
4,27,31,2,10,11,0,23.9
23,19,14,16,12,12,1,61.88
31,6,31,27,7,9,0,5.34
7,19,15,26,12,12,1,57.41
22,30,4,28,12,12,1,75.04
22,13,28,8,12,12,1,66.17
3,5,11,17,12,12,1,62.69
16,16,17,22,7,9,0,2.8
18,9,7,13,12,12,1,68.16
1,18,9,12,12,12,1,67.75
9,18,13,28,12,12,1,55.07
13,17,17,18,12,12,1,63.72
15,9,3,6,12,12,1,72.82
25,16,19,13,12,12,1,58.9
5,29,20,7,12,12,1,70.87
17,1,17,2,10,10,1,30.16
28,11,5,8,12,12,1,68.82
11,13,2,29,12,12,1,69.94
14,24,27,19,12,12,1,74.46
16,27,17,29,12,12,1,67.58
26,3,26,23,10,10,1,20.65
2,5,18,14,12,12,1,60.61
18,13,18,9,10,10,1,19.74
