# 1.5-round weight-12 class from screen_r1c_cands.csv
26,9,25,13
28,26,7,27
11,30,10,28
17,5,2,15
27,12,26,24
2,1,11,14
24,6,29,18
2,23,19,23
18,10,19,26
20,3,3,23
6,29,30,31
9,14,3,5
10,18,24,21
9,8,7,4
9,24,16,2
24,17,10,26
22,21,28,17
14,6,29,7
8,4,19,5
19,17,4,24
9,15,7,26
2,12,31,15
11,30,31,20
30,21,1,1
16,2,6,9
29,18,2,1
8,25,29,3
17,27,6,2
31,17,7,7
15,10,8,16
17,12,11,13
31,21,3,7
20,6,7,22
20,10,31,30
19,14,20,16
12,1,16,1
30,4,22,21
19,22,20,31
28,14,27,23
19,11,11,3
21,14,7,23
17,26,16,31
27,27,20,19
22,18,31,17
24,19,29,28
25,15,20,16
6,27,9,22
27,17,10,19
18,9,9,10
1,20,25,2
26,15,15,29
12,8,17,15
7,23,16,30
13,28,14,2
26,30,1,9
25,18,24,2
10,13,1,11
11,10,19,29
26,27,28,2
7,23,3,11
4,22,27,21
3,5,25,23
10,31,14,20
11,8,1,31
21,23,23,6
10,10,13,14
28,28,3,31
7,14,31,8
21,8,8,23
13,13,7,20
5,24,10,24
24,29,12,1
23,23,22,10
5,1,12,14
18,11,28,26
17,16,11,31
20,4,19,21
10,26,18,22
7,1,22,2
14,24,23,28
1,3,2,1
2,18,11,11
26,1,20,1
18,7,16,7
9,10,19,18
9,14,1,27
10,25,3,21
16,4,17,8
28,20,24,21
24,30,9,14
12,26,8,2
4,20,17,17
17,6,5,10
17,9,29,8
6,7,13,29
2,8,18,23
15,2,11,11
14,4,1,19
6,17,21,3
6,10,29,26
29,24,5,3
2,24,10,31
12,2,19,3
15,7,26,8
7,2,24,24
4,3,31,26
14,28,8,24
2,24,9,25
7,11,12,12
15,25,28,30
22,28,20,13
14,15,12,12
11,13,31,16
17,1,12,5
5,28,18,23
24,5,6,15
21,21,5,5
6,3,27,20
7,21,12,24
31,12,17,30
22,12,11,21
4,6,31,13
2,9,29,20
23,31,26,7
28,22,13,3
14,30,8,27
27,16,29,11
30,6,20,21
4,8,3,25
26,14,29,9
18,10,30,30
11,25,27,12
9,8,12,21
11,6,9,28
16,10,3,14
5,18,12,29
15,30,4,28
5,22,11,3
22,6,16,18
2,2,24,31
17,17,29,29
18,20,29,28
16,6,17,28
12,7,14,26
3,9,7,8
25,5,5,25
2,8,27,28
10,11,19,13
8,12,25,2
8,31,10,23
19,1,7,4
5,8,12,17
29,9,5,6
8,3,10,19
7,1,6,16
22,23,28,7
3,15,21,21
7,20,11,6
19,23,27,27
22,23,30,1
14,28,3,9
3,22,21,28
27,27,9,28
10,31,16,14
7,11,29,16
18,2,29,2
28,12,16,18
12,5,16,3
17,11,22,24
30,19,22,10
19,3,16,11
2,17,17,16
19,16,23,11
30,17,26,6
19,23,16,13
14,14,30,20
7,9,12,25
19,10,20,9
22,6,11,5
12,4,13,12
17,24,19,23
28,7,13,15
18,27,24,15
6,19,19,12
2,27,24,12
27,12,15,8
23,21,22,18
10,28,3,15
25,28,12,7
6,5,15,30
20,17,10,8
6,17,20,17
31,10,19,27
26,7,10,22
5,22,1,27
27,2,31,12
19,11,26,6
19,8,29,29
20,2,15,21
6,17,7,13
15,4,11,9
5,6,11,5
11,4,14,13
23,21,17,24
6,20,29,15
15,27,18,15
12,27,7,2
3,24,4,4
13,6,16,15
19,7,31,19
30,12,25,25
6,27,20,9
6,29,25,1
18,2,26,22
3,30,18,8
15,28,11,15
13,2,24,15
9,30,14,15
29,29,20,24
28,16,17,5
15,10,24,23
6,4,16,6
11,27,16,31
22,18,30,21
11,5,12,5
20,7,8,26
26,7,29,15
21,29,5,4
23,4,14,2
11,31,9,13
1,13,16,23
29,22,28,14
7,26,29,28
10,30,8,11
21,29,31,31
11,24,19,11
18,19,26,15
11,16,23,13
27,18,30,7
28,20,30,8
2,25,11,29
20,25,2,11
20,27,29,8
8,3,27,20
11,13,7,23
1,26,12,3
26,14,31,5
4,18,26,24
27,6,25,11
18,28,21,31
31,7,7,6
31,5,4,15
19,17,5,14
5,28,11,20
26,24,23,22
12,25,6,8
3,5,18,16
19,5,7,12
24,12,3,13
16,1,17,15
29,7,24,8
7,23,30,26
1,24,23,10
2,9,27,17
7,3,26,4
12,29,14,25
11,19,24,2
30,17,12,19
2,12,4,27
28,8,21,21
4,14,31,5
27,26,25,28
4,15,23,30
19,17,23,21
16,22,9,5
14,12,21,12
30,25,13,14
14,12,31,18
30,7,7,3
5,8,8,1
8,22,13,15
26,20,15,19
4,2,6,27
27,27,17,1
2,14,28,26
9,14,5,28
8,3,10,16
20,2,19,14
18,10,13,21
2,22,20,1
9,30,20,16
31,14,8,30
17,13,16,27
24,11,15,4
3,7,19,20
28,23,12,4
30,7,4,23
21,19,3,1
26,1,12,5
5,10,1,16
21,1,16,3
25,26,19,14
3,16,18,20
17,4,5,18
28,22,23,31
13,21,20,18
23,15,15,10
19,19,6,11
17,22,13,25
31,22,23,14
22,18,20,13
