r0,r1,r2,r3,rounds,trials,mean_flip,max_dev,zero_pairs
19,18,28,9,1,4000,0.34914,0.50000,5073
26,25,12,14,1,4000,0.36352,0.50000,11955
13,17,26,1,1,4000,0.34453,0.50000,7697
19,19,4,2,1,4000,0.36403,0.50000,8027
19,17,1,4,1,4000,0.31908,0.50000,5777
29,11,11,30,1,4000,0.34351,0.50000,6363
12,25,18,2,1,4000,0.37112,0.50000,9817
21,12,19,3,1,4000,0.30780,0.50000,11277
28,18,15,11,1,4000,0.31307,0.50000,7307
17,30,26,18,1,4000,0.32371,0.50000,19610
11,12,7,5,1,4000,0.37153,0.50000,5356
29,19,5,19,1,4000,0.36538,0.50000,8339
4,13,11,28,1,4000,0.37319,0.50000,5291
11,28,9,20,1,4000,0.34287,0.50000,16615
12,2,23,3,1,4000,0.34995,0.50000,14432
25,21,8,27,1,4000,0.36367,0.50000,11091
26,9,25,13,1,4000,0.33447,0.50000,13278
28,26,7,27,1,4000,0.32095,0.50000,24811
11,30,10,28,1,4000,0.31245,0.50000,13949
17,5,2,15,1,4000,0.36091,0.50000,10732
27,12,26,24,1,4000,0.36345,0.50000,6116
2,1,11,14,1,4000,0.28450,0.50000,16869
24,6,29,18,1,4000,0.29383,0.50000,23387
2,23,19,23,1,4000,0.35777,0.50000,12964
18,10,19,26,1,4000,0.34382,0.50000,13664
20,3,3,23,1,4000,0.33822,0.50000,15260
6,29,30,31,1,4000,0.25199,0.50000,40790
9,14,3,5,1,4000,0.36561,0.50000,4726
10,18,24,21,1,4000,0.36379,0.50000,8280
9,8,7,4,1,4000,0.34975,0.50000,3970
9,24,16,2,1,4000,0.32709,0.50000,13977
24,17,10,26,1,4000,0.37391,0.50000,7490
22,21,28,17,1,4000,0.35543,0.50000,5199
14,6,29,7,1,4000,0.35988,0.50000,12266
8,4,19,5,1,4000,0.37338,0.50000,9809
19,17,4,24,1,4000,0.35734,0.50000,6715
9,15,7,26,1,4000,0.36669,0.50000,6884
2,12,31,15,1,4000,0.31053,0.50000,3206
11,30,31,20,1,4000,0.26569,0.50000,32050
30,21,1,1,1,4000,0.31882,0.50000,13207
16,2,6,9,1,4000,0.35230,0.50000,10258
29,18,2,1,1,4000,0.33288,0.50000,5237
8,25,29,3,1,4000,0.32414,0.50000,23029
17,27,6,2,1,4000,0.33979,0.50000,17505
31,17,7,7,1,4000,0.33628,0.50000,6648
15,10,8,16,1,4000,0.37714,0.50000,6682
17,12,11,13,1,4000,0.35830,0.50000,9064
31,21,3,7,1,4000,0.33551,0.50000,14886
20,6,7,22,1,4000,0.35469,0.50000,9733
20,10,31,30,1,4000,0.29124,0.50000,10906
19,14,20,16,1,4000,0.31842,0.50000,9289
12,1,16,1,1,4000,0.29719,0.50000,8054
30,4,22,21,1,4000,0.29718,0.50000,26653
19,22,20,31,1,4000,0.33666,0.50000,5695
28,14,27,23,1,4000,0.36400,0.50000,3486
19,11,11,3,1,4000,0.32036,0.50000,9998
21,14,7,23,1,4000,0.36770,0.50000,6325
17,26,16,31,1,4000,0.37191,0.50000,7504
27,27,20,19,1,4000,0.35606,0.50000,13672
22,18,31,17,1,4000,0.34560,0.50000,4802
24,19,29,28,1,4000,0.36445,0.50000,3924
25,15,20,16,1,4000,0.37242,0.50000,6152
6,27,9,22,1,4000,0.30481,0.50000,26347
27,17,10,19,1,4000,0.36157,0.50000,7024
18,9,9,10,1,4000,0.35044,0.50000,8885
1,20,25,2,1,4000,0.34690,0.50000,7147
26,15,15,29,1,4000,0.32745,0.50000,7373
12,8,17,15,1,4000,0.37267,0.50000,8403
7,23,16,30,1,4000,0.33119,0.50000,14387
13,28,14,2,1,4000,0.35676,0.50000,10467
26,30,1,9,1,4000,0.22767,0.50000,50774
25,18,24,2,1,4000,0.37127,0.50000,3668
10,13,1,11,1,4000,0.34029,0.50000,4403
11,10,19,29,1,4000,0.33281,0.50000,9120
26,27,28,2,1,4000,0.31868,0.50000,23536
7,23,3,11,1,4000,0.32410,0.50000,25092
4,22,27,21,1,4000,0.36620,0.50000,13099
3,5,25,23,1,4000,0.31189,0.50000,20107
10,31,14,20,1,4000,0.30982,0.50000,12076
11,8,1,31,1,4000,0.34143,0.50000,7222
21,23,23,6,1,4000,0.35514,0.50000,5194
10,10,13,14,1,4000,0.34791,0.50000,6425
28,28,3,31,1,4000,0.25637,0.50000,44068
7,14,31,8,1,4000,0.34444,0.50000,3795
21,8,8,23,1,4000,0.34350,0.50000,9523
13,13,7,20,1,4000,0.35642,0.50000,6952
5,24,10,24,1,4000,0.32927,0.50000,24356
24,29,12,1,1,4000,0.34871,0.50000,15257
23,23,22,10,1,4000,0.34688,0.50000,4784
5,1,12,14,1,4000,0.32223,0.50000,11628
18,11,28,26,1,4000,0.35144,0.50000,9928
17,16,11,31,1,4000,0.31300,0.50000,10405
20,4,19,21,1,4000,0.36325,0.50000,13891
10,26,18,22,1,4000,0.37061,0.50000,11497
7,1,22,2,1,4000,0.32045,0.50000,17105
14,24,23,28,1,4000,0.36622,0.50000,7829
1,3,2,1,1,4000,0.23249,0.50000,26131
2,18,11,11,1,4000,0.34098,0.50000,11041
26,1,20,1,1,4000,0.30435,0.50000,26619
18,7,16,7,1,4000,0.35827,0.50000,11063
9,10,19,18,1,4000,0.33807,0.50000,9034
9,14,1,27,1,4000,0.34005,0.50000,4430
10,25,3,21,1,4000,0.32002,0.50000,26009
16,4,17,8,1,4000,0.36180,0.50000,8608
28,20,24,21,1,4000,0.35570,0.50000,3894
24,30,9,14,1,4000,0.32908,0.50000,19141
12,26,8,2,1,4000,0.33520,0.50000,17921
4,20,17,17,1,4000,0.37329,0.50000,9925
17,6,5,10,1,4000,0.37208,0.50000,8072
17,9,29,8,1,4000,0.36068,0.50000,10623
6,7,13,29,1,4000,0.36141,0.50000,5231
2,8,18,23,1,4000,0.35911,0.50000,9909
15,2,11,11,1,4000,0.32831,0.50000,6535
14,4,1,19,1,4000,0.33255,0.50000,12006
6,17,21,3,1,4000,0.37146,0.50000,6941
6,10,29,26,1,4000,0.36343,0.50000,5243
29,24,5,3,1,4000,0.32952,0.50000,22312
2,24,10,31,1,4000,0.32127,0.50000,24705
12,2,19,3,1,4000,0.34490,0.50000,9528
15,7,26,8,1,4000,0.35020,0.50000,13137
7,2,24,24,1,4000,0.33051,0.50000,17996
4,3,31,26,1,4000,0.25196,0.50000,25206
14,28,8,24,1,4000,0.34569,0.50000,14410
2,24,9,25,1,4000,0.31177,0.50000,26591
7,11,12,12,1,4000,0.37544,0.50000,5334
15,25,28,30,1,4000,0.37156,0.50000,12107
22,28,20,13,1,4000,0.35264,0.50000,10347
14,15,12,12,1,4000,0.31332,0.50000,10355
11,13,31,16,1,4000,0.33644,0.50000,5116
17,1,12,5,1,4000,0.31051,0.50000,8475
5,28,18,23,1,4000,0.32252,0.50000,18328
24,5,6,15,1,4000,0.34117,0.50000,14808
21,21,5,5,1,4000,0.35610,0.50000,10879
6,3,27,20,1,4000,0.29949,0.50000,22025
7,21,12,24,1,4000,0.33776,0.50000,16853
31,12,17,30,1,4000,0.31724,0.50000,7598
22,12,11,21,1,4000,0.34723,0.50000,8169
4,6,31,13,1,4000,0.31087,0.50000,12027
2,9,29,20,1,4000,0.34359,0.50000,7554
23,31,26,7,1,4000,0.28103,0.50000,34841
28,22,13,3,1,4000,0.36789,0.50000,9388
14,30,8,27,1,4000,0.33547,0.50000,13388
27,16,29,11,1,4000,0.33082,0.50000,2532
30,6,20,21,1,4000,0.32993,0.50000,17059
4,8,3,25,1,4000,0.35867,0.50000,5200
26,14,29,9,1,4000,0.36802,0.50000,3779
18,10,30,30,1,4000,0.34199,0.50000,10588
11,25,27,12,1,4000,0.36643,0.50000,13509
9,8,12,21,1,4000,0.36824,0.50000,5479
11,6,9,28,1,4000,0.36675,0.50000,4507
16,10,3,14,1,4000,0.37201,0.50000,7008
5,18,12,29,1,4000,0.35360,0.50000,11472
15,30,4,28,1,4000,0.29861,0.50000,19147
5,22,11,3,1,4000,0.33389,0.50000,19847
22,6,16,18,1,4000,0.35451,0.50000,13650
2,2,24,31,1,4000,0.27681,0.50000,29410
17,17,29,29,1,4000,0.29866,0.50000,5810
18,20,29,28,1,4000,0.36391,0.50000,6053
16,6,17,28,1,4000,0.36682,0.50000,9123
12,7,14,26,1,4000,0.37085,0.50000,6225
3,9,7,8,1,4000,0.36815,0.50000,4183
25,5,5,25,1,4000,0.31956,0.50000,16050
2,8,27,28,1,4000,0.33673,0.50000,10810
10,11,19,13,1,4000,0.31659,0.50000,9242
8,12,25,2,1,4000,0.36513,0.50000,5691
8,31,10,23,1,4000,0.29263,0.50000,16994
19,1,7,4,1,4000,0.32221,0.50000,13808
5,8,12,17,1,4000,0.37291,0.50000,4804
29,9,5,6,1,4000,0.36426,0.50000,6602
8,3,10,19,1,4000,0.36007,0.50000,6699
7,1,6,16,1,4000,0.28503,0.50000,16995
22,23,28,7,1,4000,0.36203,0.50000,7334
3,15,21,21,1,4000,0.35170,0.50000,5130
7,20,11,6,1,4000,0.33642,0.50000,16933
19,23,27,27,1,4000,0.37402,0.50000,6904
22,23,30,1,1,4000,0.34660,0.50000,9399
14,28,3,9,1,4000,0.31862,0.50000,22796
3,22,21,28,1,4000,0.35749,0.50000,11248
27,27,9,28,1,4000,0.33903,0.50000,19055
10,31,16,14,1,4000,0.30866,0.50000,12682
7,11,29,16,1,4000,0.36675,0.50000,5402
18,2,29,2,1,4000,0.28752,0.50000,23696
28,12,16,18,1,4000,0.35561,0.50000,7854
12,5,16,3,1,4000,0.37453,0.50000,7068
17,11,22,24,1,4000,0.33677,0.50000,11799
30,19,22,10,1,4000,0.35669,0.50000,5083
19,3,16,11,1,4000,0.35211,0.50000,10423
2,17,17,16,1,4000,0.29059,0.50000,7407
19,16,23,11,1,4000,0.35787,0.50000,6469
30,17,26,6,1,4000,0.33524,0.50000,3012
19,23,16,13,1,4000,0.37397,0.50000,6874
14,14,30,20,1,4000,0.29942,0.50000,6648
7,9,12,25,1,4000,0.36869,0.50000,4762
19,10,20,9,1,4000,0.31282,0.50000,13950
22,6,11,5,1,4000,0.36828,0.50000,11985
12,4,13,12,1,4000,0.35258,0.50000,5981
17,24,19,23,1,4000,0.37391,0.50000,6654
28,7,13,15,1,4000,0.36662,0.50000,10645
18,27,24,15,1,4000,0.35759,0.50000,9491
6,19,19,12,1,4000,0.34585,0.50000,9089
2,27,24,12,1,4000,0.31649,0.50000,25394
27,12,15,8,1,4000,0.36538,0.50000,8045
23,21,22,18,1,4000,0.33435,0.50000,4181
10,28,3,15,1,4000,0.29598,0.50000,27567
25,28,12,7,1,4000,0.36170,0.50000,15110
6,5,15,30,1,4000,0.37513,0.50000,7210
20,17,10,8,1,4000,0.36819,0.50000,8467
6,17,20,17,1,4000,0.37700,0.50000,7126
31,10,19,27,1,4000,0.31333,0.50000,11029
26,7,10,22,1,4000,0.34937,0.50000,11453
5,22,1,27,1,4000,0.32652,0.50000,20651
27,2,31,12,1,4000,0.19940,0.50000,52094
19,11,26,6,1,4000,0.35043,0.50000,10616
19,8,29,29,1,4000,0.35062,0.50000,13625
20,2,15,21,1,4000,0.34238,0.50000,10264
6,17,7,13,1,4000,0.36745,0.50000,9106
15,4,11,9,1,4000,0.35966,0.50000,6296
5,6,11,5,1,4000,0.36490,0.50000,5337
11,4,14,13,1,4000,0.35679,0.50000,5982
23,21,17,24,1,4000,0.37672,0.50000,5582
6,20,29,15,1,4000,0.36408,0.50000,10088
15,27,18,15,1,4000,0.36670,0.50000,8107
12,27,7,2,1,4000,0.33197,0.50000,19612
3,24,4,4,1,4000,0.30444,0.50000,32046
13,6,16,15,1,4000,0.37535,0.50000,7312
19,7,31,19,1,4000,0.32965,0.50000,14058
30,12,25,25,1,4000,0.35916,0.50000,5659
6,27,20,9,1,4000,0.33772,0.50000,17621
6,29,25,1,1,4000,0.31209,0.50000,25897
18,2,26,22,1,4000,0.32881,0.50000,22161
3,30,18,8,1,4000,0.27506,0.50000,21831
15,28,11,15,1,4000,0.35936,0.50000,11137
13,2,24,15,1,4000,0.34660,0.50000,15854
9,30,14,15,1,4000,0.33521,0.50000,12075
29,29,20,24,1,4000,0.31874,0.50000,25676
28,16,17,5,1,4000,0.30375,0.50000,6362
15,10,24,23,1,4000,0.36392,0.50000,10508
6,4,16,6,1,4000,0.36981,0.50000,8716
11,27,16,31,1,4000,0.35833,0.50000,10705
22,18,30,21,1,4000,0.35470,0.50000,4359
11,5,12,5,1,4000,0.36202,0.50000,5395
20,7,8,26,1,4000,0.37007,0.50000,9528
26,7,29,15,1,4000,0.30067,0.50000,19446
21,29,5,4,1,4000,0.32006,0.50000,20455
23,4,14,2,1,4000,0.35777,0.50000,14003
11,31,9,13,1,4000,0.29532,0.50000,15010
1,13,16,23,1,4000,0.29542,0.50000,6637
29,22,28,14,1,4000,0.35979,0.50000,9569
7,26,29,28,1,4000,0.30982,0.50000,27760
10,30,8,11,1,4000,0.30665,0.50000,18146
21,29,31,31,1,4000,0.29325,0.50000,32630
11,24,19,11,1,4000,0.36241,0.50000,10211
18,19,26,15,1,4000,0.36127,0.50000,5037
11,16,23,13,1,4000,0.36237,0.50000,7724
27,18,30,7,1,4000,0.32881,0.50000,3653
28,20,30,8,1,4000,0.33807,0.50000,6405
2,25,11,29,1,4000,0.33358,0.50000,23520
20,25,2,11,1,4000,0.35347,0.50000,16602
20,27,29,8,1,4000,0.35193,0.50000,17598
8,3,27,20,1,4000,0.31332,0.50000,19285
11,13,7,23,1,4000,0.37503,0.50000,6030
1,26,12,3,1,4000,0.31829,0.50000,23573
26,14,31,5,1,4000,0.34146,0.50000,3558
4,18,26,24,1,4000,0.37379,0.50000,5768
27,6,25,11,1,4000,0.28374,0.50000,26176
18,28,21,31,1,4000,0.34696,0.50000,8827
31,7,7,6,1,4000,0.32149,0.50000,8268
31,5,4,15,1,4000,0.29151,0.50000,15294
19,17,5,14,1,4000,0.36954,0.50000,7510
5,28,11,20,1,4000,0.31428,0.50000,23906
26,24,23,22,1,4000,0.36573,0.50000,7121
12,25,6,8,1,4000,0.32610,0.50000,21499
3,5,18,16,1,4000,0.36739,0.50000,11215
19,5,7,12,1,4000,0.37240,0.50000,9144
24,12,3,13,1,4000,0.36400,0.50000,5151
16,1,17,15,1,4000,0.26970,0.50000,8683
29,7,24,8,1,4000,0.30582,0.50000,19136
7,23,30,26,1,4000,0.31864,0.50000,21179
1,24,23,10,1,4000,0.33793,0.50000,14784
2,9,27,17,1,4000,0.34988,0.50000,9263
7,3,26,4,1,4000,0.31766,0.50000,18423
12,29,14,25,1,4000,0.34235,0.50000,11093
11,19,24,2,1,4000,0.34163,0.50000,9219
30,17,12,19,1,4000,0.29595,0.50000,7049
2,12,4,27,1,4000,0.33822,0.50000,2513
28,8,21,21,1,4000,0.33469,0.50000,15521
4,14,31,5,1,4000,0.31264,0.50000,2882
27,26,25,28,1,4000,0.34932,0.50000,15054
4,15,23,30,1,4000,0.37303,0.50000,4682
19,17,23,21,1,4000,0.37485,0.50000,5869
16,22,9,5,1,4000,0.34571,0.50000,13788
14,12,21,12,1,4000,0.34522,0.50000,10276
30,25,13,14,1,4000,0.35174,0.50000,15636
14,12,31,18,1,4000,0.33515,0.50000,7091
30,7,7,3,1,4000,0.33517,0.50000,8067
5,8,8,1,1,4000,0.35684,0.50000,4014
8,22,13,15,1,4000,0.34027,0.50000,17086
26,20,15,19,1,4000,0.36887,0.50000,6679
4,2,6,27,1,4000,0.28983,0.50000,16882
27,27,17,1,1,4000,0.35586,0.50000,13062
2,14,28,26,1,4000,0.33991,0.50000,3243
9,14,5,28,1,4000,0.37042,0.50000,5124
8,3,10,16,1,4000,0.35998,0.50000,6061
20,2,19,14,1,4000,0.33589,0.50000,14091
18,10,13,21,1,4000,0.36564,0.50000,10264
2,22,20,1,1,4000,0.34050,0.50000,11104
9,30,20,16,1,4000,0.33566,0.50000,15635
31,14,8,30,1,4000,0.34661,0.50000,3929
17,13,16,27,1,4000,0.29290,0.50000,11019
24,11,15,4,1,4000,0.37015,0.50000,9593
3,7,19,20,1,4000,0.36751,0.50000,11055
28,23,12,4,1,4000,0.36729,0.50000,11523
30,7,4,23,1,4000,0.33464,0.50000,10199
21,19,3,1,1,4000,0.36660,0.50000,7242
26,1,12,5,1,4000,0.30887,0.50000,19625
5,10,1,16,1,4000,0.34940,0.50000,4301
21,1,16,3,1,4000,0.32407,0.50000,13025
25,26,19,14,1,4000,0.34503,0.50000,9127
3,16,18,20,1,4000,0.31194,0.50000,7007
17,4,5,18,1,4000,0.36847,0.50000,9457
28,22,23,31,1,4000,0.37169,0.50000,5737
13,21,20,18,1,4000,0.35045,0.50000,8758
23,15,15,10,1,4000,0.32889,0.50000,8326
19,19,6,11,1,4000,0.34574,0.50000,9002
17,22,13,25,1,4000,0.37349,0.50000,10189
31,22,23,14,1,4000,0.33546,0.50000,8348
22,18,20,13,1,4000,0.37605,0.50000,5431
16,25,21,8,1,4000,0.37866,0.50000,6870
10,1,3,5,1,4000,0.29658,0.50000,16609
16,27,29,4,1,4000,0.35948,0.50000,17197
27,12,9,28,1,4000,0.37488,0.50000,5065
27,10,26,18,1,4000,0.34446,0.50000,9373
29,10,5,4,1,4000,0.36906,0.50000,4988
2,15,16,24,1,4000,0.26563,0.50000,7281
19,30,11,18,1,4000,0.33224,0.50000,14047
12,5,23,1,1,4000,0.36450,0.50000,12746
20,26,3,26,1,4000,0.34308,0.50000,18043
15,10,1,21,1,4000,0.35457,0.50000,7476
23,1,19,13,1,4000,0.31956,0.50000,20299
4,4,22,11,1,4000,0.33891,0.50000,15527
20,20,21,23,1,4000,0.33451,0.50000,5275
23,19,30,29,1,4000,0.35770,0.50000,4770
15,3,20,16,1,4000,0.36156,0.50000,10711
17,11,19,28,1,4000,0.33884,0.50000,11950
22,2,7,6,1,4000,0.34365,0.50000,15530
2,20,4,26,1,4000,0.35763,0.50000,14164
2,4,18,17,1,4000,0.35290,0.50000,12590
6,18,5,8,1,4000,0.37162,0.50000,9738
30,21,27,25,1,4000,0.35348,0.50000,7449
14,31,28,14,1,4000,0.28226,0.50000,25906
30,5,6,26,1,4000,0.31769,0.50000,13678
8,8,26,31,1,4000,0.34391,0.50000,9194
2,12,3,28,1,4000,0.33008,0.50000,2435
28,7,3,17,1,4000,0.32855,0.50000,11575
19,14,9,20,1,4000,0.34879,0.50000,8480
5,10,19,26,1,4000,0.36173,0.50000,8250
8,3,28,20,1,4000,0.30431,0.50000,19052
14,20,31,10,1,4000,0.31910,0.50000,10320
27,16,14,14,1,4000,0.31353,0.50000,7173
15,11,27,7,1,4000,0.36569,0.50000,8457
29,23,17,13,1,4000,0.36662,0.50000,9648
4,16,22,24,1,4000,0.36338,0.50000,5511
29,30,26,20,1,4000,0.24703,0.50000,49789
1,16,10,9,1,4000,0.32735,0.50000,7069
25,26,23,10,1,4000,0.36605,0.50000,10252
29,7,26,5,1,4000,0.30108,0.50000,18347
23,21,13,22,1,4000,0.35102,0.50000,8474
2,26,25,13,1,4000,0.32458,0.50000,24656
15,18,28,1,1,4000,0.31207,0.50000,6745
5,8,28,16,1,4000,0.35510,0.50000,8335
21,4,29,10,1,4000,0.30688,0.50000,24989
23,20,14,7,1,4000,0.35933,0.50000,8119
8,16,19,4,1,4000,0.35541,0.50000,7594
6,16,12,23,1,4000,0.35497,0.50000,8824
21,31,20,21,1,4000,0.28425,0.50000,17889
29,20,14,13,1,4000,0.34234,0.50000,8861
1,21,13,31,1,4000,0.32351,0.50000,13744
28,5,14,5,1,4000,0.34286,0.50000,14208
2,10,13,20,1,4000,0.35470,0.50000,6240
14,21,4,7,1,4000,0.35968,0.50000,13825
20,9,16,20,1,4000,0.36234,0.50000,12010
14,9,17,27,1,4000,0.36384,0.50000,9537
25,4,11,26,1,4000,0.34483,0.50000,15413
31,5,18,23,1,4000,0.33752,0.50000,15721
18,26,9,31,1,4000,0.36687,0.50000,12579
4,25,12,15,1,4000,0.33815,0.50000,21689
12,29,17,8,1,4000,0.34375,0.50000,10754
18,11,23,10,1,4000,0.34348,0.50000,11827
19,1,22,16,1,4000,0.31713,0.50000,17554
9,28,22,26,1,4000,0.36009,0.50000,15201
9,25,4,10,1,4000,0.31513,0.50000,26449
23,13,1,16,1,4000,0.34514,0.50000,4701
19,24,5,25,1,4000,0.35942,0.50000,14781
25,18,13,16,1,4000,0.34481,0.50000,8639
26,27,25,8,1,4000,0.33831,0.50000,18114
17,1,13,26,1,4000,0.29694,0.50000,8518
2,14,20,3,1,4000,0.31576,0.50000,5547
15,3,10,20,1,4000,0.35987,0.50000,6510
2,12,25,2,1,4000,0.36234,0.50000,4634
3,3,27,2,1,4000,0.26162,0.50000,28632
19,10,12,10,1,4000,0.33584,0.50000,10283
3,18,16,20,1,4000,0.33741,0.50000,8680
12,28,11,28,1,4000,0.35655,0.50000,13049
6,3,9,13,1,4000,0.34724,0.50000,8313
18,31,30,26,1,4000,0.24864,0.50000,34212
28,27,20,3,1,4000,0.35832,0.50000,15723
11,13,30,23,1,4000,0.34697,0.50000,5403
7,6,2,15,1,4000,0.34934,0.50000,7707
7,13,26,4,1,4000,0.36224,0.50000,4989
23,29,10,25,1,4000,0.35104,0.50000,15860
11,3,3,3,1,4000,0.33819,0.50000,10626
27,8,4,17,1,4000,0.35389,0.50000,8962
15,23,27,18,1,4000,0.37760,0.50000,8467
6,15,14,18,1,4000,0.35154,0.50000,8267
4,7,1,8,1,4000,0.33249,0.50000,8366
10,7,17,20,1,4000,0.36576,0.50000,7600
30,12,9,10,1,4000,0.34040,0.50000,4816
2,1,28,1,1,4000,0.20512,0.50000,47284
21,25,28,15,1,4000,0.36613,0.50000,10708
2,7,3,11,1,4000,0.33002,0.50000,8768
8,22,28,4,1,4000,0.34208,0.50000,14302
29,5,20,20,1,4000,0.32894,0.50000,20909
15,24,1,18,1,4000,0.33488,0.50000,16206
8,27,16,6,1,4000,0.35901,0.50000,13573
27,18,31,30,1,4000,0.32344,0.50000,3888
1,8,5,3,1,4000,0.34893,0.50000,6383
1,28,5,11,1,4000,0.21943,0.50000,48267
30,19,3,17,1,4000,0.34801,0.50000,7704
23,19,14,16,1,4000,0.35021,0.50000,8429
7,19,15,26,1,4000,0.36053,0.50000,12140
22,30,4,28,1,4000,0.29644,0.50000,24825
22,13,28,8,1,4000,0.36509,0.50000,6427
3,5,11,17,1,4000,0.36055,0.50000,7951
18,9,7,13,1,4000,0.36600,0.50000,8241
1,18,9,12,1,4000,0.34935,0.50000,9787
9,18,13,28,1,4000,0.33743,0.50000,13059
13,17,17,18,1,4000,0.28828,0.50000,10596
15,9,3,6,1,4000,0.37278,0.50000,6664
25,16,19,13,1,4000,0.36090,0.50000,5948
5,29,20,7,1,4000,0.31857,0.50000,19333
28,11,5,8,1,4000,0.36997,0.50000,4953
11,13,2,29,1,4000,0.35537,0.50000,5097
14,24,27,19,1,4000,0.37216,0.50000,10747
16,27,17,29,1,4000,0.35854,0.50000,7983
2,5,18,14,1,4000,0.35939,0.50000,11658
19,2,7,7,1,4000,0.35020,0.50000,11938
10,23,13,31,1,4000,0.33894,0.50000,15892
10,30,17,1,1,4000,0.32981,0.50000,12399
30,19,9,7,1,4000,0.34598,0.50000,10250
18,17,24,18,1,4000,0.36779,0.50000,6183
29,6,8,3,1,4000,0.34442,0.50000,10841
7,16,6,2,1,4000,0.35180,0.50000,6988
22,27,13,29,1,4000,0.37331,0.50000,10174
10,1,5,26,1,4000,0.31497,0.50000,13677
12,14,27,28,1,4000,0.36938,0.50000,6630
19,8,28,31,1,4000,0.35078,0.50000,14195
15,9,31,13,1,4000,0.33657,0.50000,9391
8,13,29,20,1,4000,0.36435,0.50000,4197
28,20,21,26,1,4000,0.36367,0.50000,4539
12,3,1,14,1,4000,0.31571,0.50000,14039
25,15,29,4,1,4000,0.36546,0.50000,3369
21,21,25,31,1,4000,0.36001,0.50000,4664
31,8,15,12,1,4000,0.33693,0.50000,9864
22,2,9,27,1,4000,0.34452,0.50000,14018
19,17,25,20,1,4000,0.37836,0.50000,5458
28,11,5,19,1,4000,0.36989,0.50000,4984
12,13,21,27,1,4000,0.35641,0.50000,8973
25,31,15,28,1,4000,0.31117,0.50000,19997
1,9,2,9,1,4000,0.31673,0.50000,6973
10,6,18,16,1,4000,0.37189,0.50000,8130
6,14,22,10,1,4000,0.37770,0.50000,5622
23,15,24,8,1,4000,0.35887,0.50000,5254
16,24,13,1,1,4000,0.35965,0.50000,9933
31,17,9,4,1,4000,0.33522,0.50000,7527
10,9,1,19,1,4000,0.32614,0.50000,5947
22,6,8,10,1,4000,0.36247,0.50000,11648
24,3,6,15,1,4000,0.33489,0.50000,17630
20,23,22,11,1,4000,0.36159,0.50000,4929
1,15,28,11,1,4000,0.31559,0.50000,3022
8,28,31,8,1,4000,0.27231,0.50000,34187
23,2,1,15,1,4000,0.27200,0.50000,30242
17,7,13,5,1,4000,0.37683,0.50000,8676
6,8,3,13,1,4000,0.37070,0.50000,4675
2,6,11,1,1,4000,0.36280,0.50000,8217
27,24,24,14,1,4000,0.35828,0.50000,8886
6,29,14,6,1,4000,0.33165,0.50000,16585
27,18,17,25,1,4000,0.35374,0.50000,5784
6,9,14,24,1,4000,0.36427,0.50000,5864
16,10,31,12,1,4000,0.34593,0.50000,9816
30,23,15,28,1,4000,0.35958,0.50000,11676
15,18,27,20,1,4000,0.33119,0.50000,7069
17,6,2,27,1,4000,0.35995,0.50000,10216
14,8,27,30,1,4000,0.36889,0.50000,10436
15,7,27,2,1,4000,0.36183,0.50000,12358
20,27,23,13,1,4000,0.36493,0.50000,8907
14,13,17,14,1,4000,0.31737,0.50000,10669
9,15,11,19,1,4000,0.36958,0.50000,8465
8,12,18,18,1,4000,0.33700,0.50000,8148
26,29,23,23,1,4000,0.32298,0.50000,23171
17,8,9,1,1,4000,0.35749,0.50000,7688
28,22,3,9,1,4000,0.36249,0.50000,13377
23,29,13,6,1,4000,0.34968,0.50000,13159
9,25,26,19,1,4000,0.35312,0.50000,15542
9,16,1,6,1,4000,0.32761,0.50000,6794
29,11,28,13,1,4000,0.35671,0.50000,6364
14,23,29,24,1,4000,0.36716,0.50000,11034
24,14,19,9,1,4000,0.35238,0.50000,7784
6,5,28,2,1,4000,0.31775,0.50000,15637
11,31,12,31,1,4000,0.28392,0.50000,12856
27,16,4,8,1,4000,0.36060,0.50000,4301
5,4,13,2,1,4000,0.36642,0.50000,7583
6,3,4,15,1,4000,0.31147,0.50000,12383
18,24,21,15,1,4000,0.37719,0.50000,5950
26,1,2,9,1,4000,0.23261,0.50000,41261
2,17,16,29,1,4000,0.29328,0.50000,8247
24,21,7,12,1,4000,0.36981,0.50000,10607
20,15,4,11,1,4000,0.35055,0.50000,5935
13,3,21,19,1,4000,0.36095,0.50000,11223
26,11,19,29,1,4000,0.35078,0.50000,10220
6,5,25,24,1,4000,0.33022,0.50000,16041
30,27,21,4,1,4000,0.33267,0.50000,20886
18,7,16,31,1,4000,0.35847,0.50000,10340
17,30,21,23,1,4000,0.32004,0.50000,12028
11,3,19,20,1,4000,0.36588,0.50000,9014
28,18,24,16,1,4000,0.36152,0.50000,3377
31,6,3,1,1,4000,0.30185,0.50000,13621
3,1,6,9,1,4000,0.26046,0.50000,22563
23,18,17,9,1,4000,0.36659,0.50000,6349
23,28,30,22,1,4000,0.31722,0.50000,27574
25,18,11,30,1,4000,0.35576,0.50000,8422
29,24,26,13,1,4000,0.36242,0.50000,12973
23,31,25,24,1,4000,0.28161,0.50000,31454
2,19,27,22,1,4000,0.35902,0.50000,6370
15,28,22,23,1,4000,0.36324,0.50000,9740
21,4,14,13,1,4000,0.36595,0.50000,11544
6,28,24,5,1,4000,0.32877,0.50000,22774
21,13,14,16,1,4000,0.34822,0.50000,9481
