r0,r1,r2,r3,rounds,trials,mean_flip,max_dev,zero_pairs
19,9,24,1,1,4000,0.33625,0.50000,14980
23,4,26,7,1,4000,0.29607,0.50000,30223
16,18,20,8,1,4000,0.35080,0.50000,7910
22,22,30,18,1,4000,0.32445,0.50000,8192
17,8,28,14,1,4000,0.35912,0.50000,12089
31,9,25,22,1,4000,0.31602,0.50000,12303
14,27,15,7,1,4000,0.36943,0.50000,9771
31,6,20,17,1,4000,0.31981,0.50000,16710
7,28,17,13,1,4000,0.34985,0.50000,14981
17,12,7,8,1,4000,0.35846,0.50000,7747
12,22,29,19,1,4000,0.34540,0.50000,12485
25,25,3,11,1,4000,0.33553,0.50000,19712
27,20,6,29,1,4000,0.36871,0.50000,9485
14,13,9,16,1,4000,0.37008,0.50000,7842
4,22,27,27,1,4000,0.36611,0.50000,13257
5,6,18,1,1,4000,0.37210,0.50000,9025
15,25,2,16,1,4000,0.35068,0.50000,18587
7,13,27,24,1,4000,0.37321,0.50000,4451
18,27,30,11,1,4000,0.34523,0.50000,19314
30,8,4,3,1,4000,0.34703,0.50000,8298
22,24,2,28,1,4000,0.35706,0.50000,14477
30,28,16,1,1,4000,0.33172,0.50000,21892
14,10,19,24,1,4000,0.36184,0.50000,10905
11,26,5,20,1,4000,0.31172,0.50000,23925
